Reviews,Sentiment
" নাটক টা খুব ভালো লাগছে,,,,,",positive
 সবথেকে ভালো লাগলো নামাজের বিষয়টি  আপনি মুসলিম হলে অবশ্যই তা সাপোর্ট করবেন,positive
" ইমোশনাল টাচিং ছিল খুব,এখানে সবচেয়ে বেশি যে বিষয়টির ভালো লেগেছে তা হলো এখানে নামাজ পড়ার জন্য অনুপ্রাণিত করা হয়েছে ।সে জন্য শুভকামনা",positive
 এক কথায় ভালো লাগছে,positive
" মিজানুর রহমান আরিয়ান ভাইয়া তুমি পারো আমাদের মন জয় করতে থ্যাংকস এ লট, মিজান ভাইয়া তোমাকেতোমার কাছ থেকে আমরা এরকম নাটক রসা করে পাব যেআফরান নিশো, ভাইয়া মেহজাবিন আপু ,তোমাদেরকে অসংখ্য ধন্যবাদ এত সুন্দর অভিনয় করার জন্য",positive
" ফুলী- শাহানাজ খুশি, অসাধারন অভিনয়। সুন্দর কাহিনী।... হাওড়া, প.ব",positive
অনেক ভালো একটা গল্প ছিলো৷ এই ৫৩ মিনিটে যেন একটা মানুষের জীবনের শুরু থেকে শেষ দেখে ফেললাম। সবাইকে এভাবেই সংসার ধর্ম পালন করে জীবন শেষ করতে হয়। সবশেষে করুন পরিনতি বাকী থাকে। কেনো এই জীবন। জীবনের আছে কোনো মানে???,positive
 অনেক ভাল নাটক,positive
 অসাধারণ হইছে,positive
" নিশো এবং অপূর্বর নাটকে যারা আনলাইক দেয় তাদের মধ্যে প্রেম বা রোমান্টিকতা নেই,অসম্ভব সুন্দর নাটক অনেক ভালো লেগেছে।",positive
" সত্যিকার প্রথম ভালবাসা কোনদিন ভুলার না,",positive
 বিয়াদবীর একটা সিমা তাকা দরখার,negative
 ভালো ছিলো,positive
 তাসনুভা তিশা আমার ক্রাশ,negative
 সস্তা কাহিনী। ফেসবুক থেকে নেওয়া একটা সস্তা গল্পের নাটক। নিশোর কাছ থেকে এই জাতীয় নাটক অাশা করা যায়না।,negative
 এক কথায় অসাধারন।,positive
 সাফা কবিরের নাটক আমি কখনো  মিস করিনা। সাফার নাটক খুব সুন্দর।নাটক টা ফানি এবং  খুব সুন্দর ছিলো।।,positive
 এত সুন্দর সুন্দর গল্পের খোঁজ পান কোথায় বলুন তো !!!!খুব খুব ভাল লাগল।আগামীতে আরও এগিয়ে যান ।,positive
 পলাশ থাকলে নাটক জমে ভালো🤪,positive
আরফান নিশু ভাইয়ার নাটক দেখতে ভালো লাগত।কিন্তু তিনি ক্রমান্বয়ে অশ্লীলতায় নিজেকে হারিয়ে ফেলছেন।,negative
" অসাধারন। মেহজাবিন দারুন অভিনয় করেছে, নিশো তো আগে থেকে ই জোস",positive
 আমি সত্যি নিশো ভাইকে অনেক ভালোবাসি,positive
 তিশার অভিনয়ে মজা পাচ্চি,positive
 অনেকদিন পর এইরকম #মানসম্পন্ন নাটক দেখলাম!!!! কাহিনী টা ভালো ছিলো!!!,positive
 এই চেঞ্জ টা প্রথমে  করলে এতো দূর সমস্যা হতো না,negative
" কি দারুন লাগছে এই নাটক তাই অপূর্ব কে.  দারুন নাটক , আমার দেখা অপূর্ব র মেহেজাবিন এর বেস্ট নাটক.  অপূর্বর লুক , ড্রেস আপ ....সব কিছু মিলিয়ে fantastik",positive
" সব মিলিয়ে অনেকটা ভালো হইছে,,।।।",positive
 অনেক বার দেখছি অনেক ভালো লাগে নাটক টা ধন্যবাদ সবাই কে,positive
 অসাধারণ লাগলো....পুরো টিম কে অশেষ ধন্যবাদ....,positive
ভালো লাগেনি,negative
 নাটকটা দেখে খুব ই ভাল লাগলো। মিজানুর রহমান আরিয়ান ভাই এর ভক্ত হয়ে গেলাম। ধন্যবাদ আপনাকে এত সুন্দর একটা গল্প উপহার দেয়ার জন্য।,positive
"কে বলে বাংলার নাটকের মান নষ্টো হয়ে গেছে.?  আসলে ভালো খারাপ ২ টাই থাকে কাজে।  খারাপ কাজের ফাকে ১/২ টা খারাপ কাজ হয়ে থাকে, তাই বলে সব কাজ খারাপ না।",positive
বাল মারকা নাটক,negative
 নাটকটা অসাধারণ ছিল,positive
 মন ছুঁয়ে গেছে... কিভাবে এতো সুন্দর নাটক লিখে মিজানুর রহমান আরিয়ান ভাই? আপনাকে অনেক অনেক ধন্যবাদ...আপনার লেখা প্রত্যেকটা নাটক কেন এতো মুগ্ধকর হয় ভাই?,positive
 নাটক এর গল্পটা খুব ভালো লাগলো,positive
 ভাই অসাধারণ,positive
 আরিয়ান ভাইয়া কে ধন্যবাদ এই রকম নাটক আমাদের কে উপহার  দেওয়ার জন্য।।। তার সাথে নিশো ভাই ও মেহজাবিন আপুকেও।নাটক টি তে তারা খুব সুন্দর  ভাবে অভিনয়  করেছেন। আমার কাছে  কত ভাল ভাল লেগেছে বলার ভাষা  আমার জানা নেই।।।।।।তুমিও আমারি।।।।।আই লাভ ইউ।।।,positive
 একদম বাজে নাটক,negative
 অপুর্ব আর নিশো ইজ দা কিং অফ বাংলা নাটক,positive
মাত্র ২ জন কে দিয়ে ও যে ভালো সুন্দর নাটক করা এই নাটক তার প্রমান।ভালো লাগার মত একটা নাটক,positive
 ফালতু একটা নাটক,negative
আবাল পরিচালক আর বলদ অভিনেতাদের অভিনীত অসামাজিক নাটক একটা।,negative
 অসাধারণ নাটক কিন্তু ওড়না সঠিক ভাবে পড়লে ভালো হতো।,positive
 অসাধারণ অসাধারণ অসাধারণ মেহেজাবিন আর নিশো ভাইয়ের অভিনয়ের কোন কমতি ছিলনা এই নাটকে আশা করি নেক্সটে এর চাইতেও আরো ভালো নাটক দেখতে পারবো আপনাদের এই জুটির মাধ্যমে,positive
 সত্যিই অনেক ভালো লাগছে,positive
 বাংলাদেশি নাটক গুলা কোন দিকে যাচ্ছে যানি না। তবে আমাদের দেশের মেয়েরা দিনে দিনে এ্যানিম্যাল সেক্সের পতি আসক্ত হয়ে পরছে নিশ্চিত । বাবা মায়েদের উচিত আপনার মেয়েকে এই জঘন্য আসক্তি থেকে বাচাতে কুকুর পোষা বা কুকুর নিয়ে এক বিছানা থাকা   থেকে বিরত রাখুন ।,negative
৪৫মিনিটের নাটক টেনে টেনে ৫মিনিটে শেষ করেও এই ৫টা মিনিটের জন্য আফসোস হচ্ছে। কাহিনী না থাকলে নাটক বানানো বাদ দিয়ে ঘরে বসে থাক। তাও আজাইরা বালছাল খাওয়ানোর ধান্ধা ছাড় ফকিন্নির বাচ্ছারা।,negative
 অসম্ভব বাজে রকম গল্প,negative
 মোশারফ করিম অভিনয় ভুলে গেছে। DSLR দিয়ে বাচ্চাদের মত ওভার একটিং কোন নাটকের পর্যায়ে পড়ে না৷,negative
কোন গাধার বাচ্চা এই নাটক লিখছে?,negative
 অনেক ভালো লাগলো...,positive
 আমার কাছে অসাধারণ লাগছে তানজিন তিশার অভিনয় দিন দিন এতো সুন্দর হইতেছে বলার বাইরে.,positive
সোনার নাটক বালের নাটক হেডার নাটক পুটকির নাটক হোগার  নাটককুত্তার নাটক,negative
 সত্যিই অসাধারণ একটা নাটক ছিল ধন্যবাদ পরিচালক ধন্যবাদ আমার প্রিয় অভিনেতা আরফান নিশো।,positive
" খুব ভালো লাগলো নামাজ পরার উপদেশ দেয়া , নাটক টাও সেই",positive
 নামাজের কথাটা খুবই ভালো লাগছে।,positive
Nisho আগে ভালো ছিল এখন শুধু মাখামাখি Type Scene গুলো দেয় নাটক গুলো তে ভালো লাগে না আর এখন এসব ফালতু নাটক গুলোর Dialog এবং গল্প কোনটাই ভালো না জঘন্য অবস্থা কিছু কিছু ভালো নাটক ছাড়া এখন সব ই জঘন্য,negative
 দয়া করে লাইককমেন্ট আমিন পাওয়ার ধান্দায় আল্লাহনবিজিইসলামের নাম বেচে খাবেন না। অন্য ধান্দা করুন।এগুলো করলে ইউটিউব আপনাকে কোন টাকা দিবে না।এসব করে ইসলাম কে আরো ছোট করছেন।২ দিন পর এসব কমেন্ট পর্ন সাইট গুলিতে করবেন নাকি?। নিজে ভাল মুসলিম হোননামাজ পরুন।ধর্ম কে পন্য বানাবেন না।,negative
" খুব সুন্দর নাটকটা খুবই গুরুত্বপূর্ণ মেসেজ দিয়েছে বন্ধুতের,আর নামাজের তাগিদটা খুব হৃদয় ছুয়েছে সচারাচর কোনো নাটকে দেখা যায় না।",positive
এতো এ্যাড আর চুদলাম না। বিরক্তিকর,negative
আগা মাথা কিছুই বুঝলাম না।,negative
" অনেক সুন্দর একটা নাটক, তারছে বড় কথা হলো এই নাটকে নামাজের কথা বলা হয়েছে,,,???? Very nine",positive
একটা পালতু নাটক,negative
অার কত....? পুরাই ফালতু।,negative
" বাংলাদেশের সবচাইতে বেস্ট ডিরেক্টর কেউ যদি থেকে থাকে সেটা হচ্ছে""মিজানুর রহমান আরিয়ান ""   সত্যিই সে  অসাধারন নির্মাতা ...স্যালুট জানাই আরিয়ান ভাইকে",positive
শেষের ৫মিনিট আসাধারন..... ভালোবাসার মানুষের বুকে এভাবে মাথা রেখে কাঁদতে পারলে আর কিছুই লাগে না।                    জীবনে…………$,positive
যত্তোসব ফালতু,negative
 এ কেমন ফাযলামি,negative
 নাটকটা দেখে অনেক ভালো লাগলো,positive
 ফালতু নাটক,negative
 অসাধারণ নাটক,positive
" অসাধারণ,,,, খুব ভাল লাগল",positive
প্রেম ছাড়া ঈদের নাটক হয় না !!!????কিশোর - যুবকদের কি গঠনমূলক কিছু দেখার প্রয়োজন নাই !!??মানব চক্ষু সারাদিন যা দেখে মানব মস্তিষ্ক সারাদিন তা নিয়েই ভাবে।আমাদেরকে একটু ভালো ভাবতে সুযোগ দিন....ভালোবাসতে চাই না... ...ভালো ভাবতে চাই......শুনেছিবাংলাদেশ নাকি সাগড়ের পানিতে ডুবে যাবে ৫০ বছর পর......কিন্তু যুবকদেরকে এভাবে মোটিভেট করলে দেশ টা আগামী পাঁচ বছরে পানি ছাড়াই ডুবে যেতে পারে।ভালো একটা দেশ গড়ার সুযোগ দিন ছেলেগুলোকে....  দেশটা সাধীন হয়েছে মোটামুটি অর্ধ শতক আগে....  একটা মানুষ গড়ে ৬০ বছর বাঁচে!!দেশটাকে কি একটা মানুষের সমানও বাঁচতে দেবেন না!!!,negative
 এ বছরের অন্যতম সেরা নাটক। আমার আমিকে খুঁজে ফিরছি। আমারও এরকম একটা গল্প আছে। ভালো থাকুক বন্ধুত্বের বন্ধন।,positive
কি বাল ছাল করে সালারা,negative
 অসাধারণ অনেক কিছু শিখার আছে.....সবচেয়ে ভালো লাগলো নামাজ পড়ার বিষয় টা! ডিরেক্টার কে অনেক অনেক ধন্যবাদ,positive
 মন জুড়ানো খুব সুন্দর নাটক।,positive
" Thanks god... অনেক অপেক্ষার পর নাটকটা দেখতে পারছি...সত্যিই নিশু ভাই মানে অন্যরকম একটা ভালোলাগা, ভালবাসা...love you boss",positive
 সেরা একটা নাটক নিশুও ভাই আর মেহেজাবিন আমার সবচাইতে প্রিয়,positive
 নাটক টা সত্যি অনেক ভালো লাগলো ।এমনিতেও নিশো ভাইয়ের নাটক ভালো লাগে ।লাস্ট সিন তা অনেক ভাল লাগলো,positive
 অসাধারণ অভিনয়,positive
 নিশো ভাই মূলত বিভিন্ন নাটকে ভিন্ন ভিন্ন চরিত্রে অভিনব ও অনন্য কায়দায় নিজেকে উপস্থাপন করতে পারেন বলেই বাংলা নাটকে এখন পর্যন্ত তিনিই সেরা।,positive
 খুব ভাল  লাগল,positive
 অসাধারণ যত বার দেখি তত বার দেখতে মন চায় অসাধারণ লাগে অপূর্ব এবং মিথিলা আপু ধন্যবাদ দুজন কে,positive
 অসাধারন  হয়ছে কিন্তু নাটক টা আমার কাছে অনেক ভালো লাকছে নিশো ভাইকে অনেক ভালোবাসি।,positive
৫৩ মিনিটের দেখা পুরা সার্থক একটা নাটক।,positive
 ক্যামেরাটা এত  ঘুরাস কিল্লিগা,negative
" অনেক সুন্দর একটা নাটক...আমাদের সবাইকেই একদিন এই রকম পরিস্থিতিতে আসতে হবে....একটা অনুরোধ সবাইকে,আমরা বিয়ের পরে কখনো বাবা, মা কে ভুলে জাবো না।",positive
যমজ ১১ কাচ্ছিখোর দেখে মনে হইতেছে মোশারফ করিমের দিন শেষ হুদাই সময় নষ্ট করলাম 🤚🤛,negative
 আপ্নে একজন ক্রেযিলাভারপ্রেম করতে করতে ভিতরে ডুইক্কে গেসেন,negative
 নাটকের রাজা বাংলাদেশ 🙂🙂🙂আর নাট্য জগতের সেরা অভিনেতা আফরান নিশু,positive
আর কি অশ্লীল নাটকের ভাষা...দর্শক এবং বাচ্চারা এইসব নাটক দেখে কি শিখবে?,negative
বালের নাটক করসে পরি চালক এর মাইরে বাপ,negative
 ভাল লাগে না,negative
" অসাধারন গল্প,নিশো ও তিশা অনবদ্য",positive
 ফালতু পরিচালক,negative
 ভালোবাসা মনে সবসময় কিছু পাওয়া নয় কখনো হেরে গিয়েও ভালোবাসা যায়,positive
 অপূর্বের জায়গা আফরান নিশো হইলে নাটকটা আর হিট হইত ।,positive
" অসাধারণ গল্প, কাহিনী, স্ক্রিনপ্লে, অভিনয়, প্রেজেন্টেশন। সব নাটক জানি এমন হয়।এক কথায় অসাধারণ",positive
 নাটক টি তেলেগু ছবি প্রভাসের লাভ স্টেশন এর কপি। আমরা সবাই বলি সাকিব খান ছবি নকল করে। এখন তো নাটকে ও কপি শুরু হইছে। জানি আমার    কথা অনেকের কাছে খারাপ লাগবে কিন্তু এইটাই সত্য নাটক টি কপি করা। আমার কথা বিশ্বাস না হইলে তেলেগু প্রভাসের লাভ স্টেশন ছবি টা দেখবেন।,negative
" অসাধারন,, ধন্যবাদ এমন সুন্দর একটা চিত্রনাট্য উপহার দেওয়ার জন্য।।",positive
 অন্যরকম একটা গল্প!  ভালো লাগছে!,positive
ইউটিউব এ ও আর নাটক দেখা যাবেনা এ্যাড এর জন্য।,negative
 ঈদের সেরা নাটক,positive
 অসাধারণ,positive
 ভাই  ওচাম,positive
" কমেন্ট না করে পারলাম না, নামাজের ব্যাপার টা অনেক ভাল্লাগছে, ধন্যবাদ পরিচালক কে",positive
 অসাধারণ একটা নাটক...,positive
 ফালতু নাটক। সময় নষ্ট।,negative
 আমার দেখা সেরা নাটক এই নাটকের  দুইটি পরবোই অসাধারণ । একজন কে সত্তিকারের ভালো বাসলে এবং তাকে না পেলে সেই বলতে পারে তার মনের অবস্থা ???,positive
আগের মত ফিলিংস পাচ্ছি না..কেন জানি .,negative
 ফালতু নাটক,negative
" ফেলে আসা দিনগুলো সত্যিই মনে পড়ে গেল, ধন্যবাদ দিয়ে ছোট করবো না আরিয়ান স্যারকে অসাধারন হয়েছে।",positive
 অসাধারণ লাগলো। চোখ দিয়ে জল গড়িয়ে পড়লো।,positive
 অসাধারন একটা নাটক,positive
বালের নাটক বানায়।মোশারইফফ্যা তুই অভিনয় বাদ দে।,negative
" অসাধারণ একটা নাটক,,,উপহার দিল,,,,",positive
 আমি একজন ভারতীয় ও কলকাতায় থাকি .. বাংলাদেশের সিনেমা কখনও দেখিনি যতটুকু YouTube এ দেখেছি just জঘন্য কিন্তু কয়েক দিন এই জুটির নাটক গুলো দেখছি আর কি যে অসম্ভব রকমের ভালো লাগছে তা ভাষায় প্রকাশ করতে পারবো না আমি এই দুজনের এক অসম্ভব ভক্ত হয়ে যাচ্ছি .. কেন আপনাদের বাংলাদেশের সিনেমা এইরকম হয় না???? কোন দিন যদি বাংলাদেশে যাই এই দুজনের সাথে দেখা করবো .... তবে আপাতত আপনাদের বাংলাদেশের এই YouTube channel এর মাধ্যমে এই দুই অসাধারণ জুটি কে অনেক অনেক ভালোবাসা জানাতে চাই Lots of lots of love from India & just keep it up & Go ahead Afran Nisho & Tanjin Tisha     ... God bless u guys.. কোন বাংলাদেশী বন্ধু কি এই দুজনের Email address জানাতে পারবেন???,positive
 নাটক জগতে  নিশু ই সেরা একমত হলে লাইক।,positive
এই নাটকের নাম দেওয়া উচিত আছিলো ফালতু।,negative
নিশো ভাই নাটকটার স্কপ্ট টা ভালনা,negative
" খুব সুন্দর একটি নাটক।।।ধন্যবাদ প্রিয় অভিনেতা অপূর্বকে।।ধন্যবাদ মেহ্জাবিন আপুকে,ধন্যবাদ মিথিলা আপুকে।।।Speacially ধন্যবাদ দিচ্ছি মিজানুর রহমান আরিয়ান ভাইকে।।এত সুন্দর একটি নাটক উপহার দেয়ার জন্য।।।",positive
 ঈদ মোবারক নিশো ভাইয়া নাটক টা দেখে ঈদটা আরো ভালো কাটলো!,positive
 লাষ্টের দিকটা অসাধারণ,positive
২০১৮ সালের সব চেয়ে ফালতু নাটক এটা!!,negative
টিউশনির টাকা দিয়ে এমবি কিনছি এই বালের নাটক দেখার জন্য। শালারপুতেরা এমবি ফেরত দে।,negative
 অপূর্ব সত্যিই অপূর্ব আর স্ক্রিপ্টটা আরো অপূর্ব।,positive
 খুব বেশি সুন্দর একটা নাটক,positive
 মাঝে মাঝে এরকম অশ্লীল ভাষা গুলো কি না দিলেই হতোনা ও মোটেই বুড়ো নয় আমি সেটা জানি আপনি তো জানবেনই  ওইযে রাত্রে বেলা হবে না তুই তোর টা নিয়ে প্রোটেকশন নিয়েছিস কাপাও নাটক নষ্ট করার আলামত,negative
 নাটক টা অনেক ভাল ছিল। সত্যি কারের ভালবাসার প্রমাণ পেল।,positive
 অতিরিক্ত কোনো কিছুই গ্রহণযোগ্য না। মেজাজ খারাপ হইয়া যায়। প্রত্যেকটা মানুষের ব্যাক্তিগত* বলতে একটা কথা আছে। সেটা যখন অমূল্য হয়ে যায় তখন নিজেকেই মূল্যহীন  লাগে। ফালতু প্রেমের গল্প।তবে শাওন ভাই ও তাসনুভা আপু আমার খুব প্রিয় ।,negative
" অসাধারণ, তানজিল তিশা. ভালবাসার কোন শেষ নেই",positive
 অনেক দিন পর মন ছুয়ে যাওয়ার মতন একটা নাটক পেলাম।সত্যি খুব ভালো লাগল।Ariyan vai is a best director...,positive
 ওফফফ.... অনেক দিন পর মন খুলে হাসলাম... পুরা নাটকটা জুড়ে শামিমের অভিনয় দেখে হাসতে হাসতে বুক ব্যাথা হয়ে গেছে..!!  আর সাজ্জাদ তো বরাবরই একজন ভালো অভিনেতা ।,positive
 সত্যি। বাংলাদেশী নাটক সত্যিই অতুলনীয়। দারুন লাগলো ।,positive
রিসোর্টের নামটা?,negative
সমাজে এরকম নাটক আমরা চাইনা,negative
 অনেক ধন্যবাদ মিজান ভাই কে এত সুন্দর সুন্দর গল্প উপহার দেয়ার জন্য দোয়া করি আরও ভাল কিছু দেয়ার জন্য ধন্যবাদ এনটিভি কেও,positive
 আজকে আমার মনটা খুব আনন্দ লাগছে নাটক টা দেখে।।।।।।।,positive
 বাজে একটা নাটক শুধু শুধু সময় নষ্ট,negative
" অনেক পরিবারে এমন ঘটনা ঘরতে দেখেছি খুব ভালো লাগছে, ধন্যবাদ পরিচালক, সহ সবাই কে।",positive
নামাজ টা ২ জন পড়লে ভালো লাগতো,positive
 এটা একদম সেরা ছিলো বস..,positive
" অনেক সুন্দর একটা নাটক ,,,, কিছু বলার ভাষা নেই",positive
" অসম্ভব সুন্দর ছিলো এই নাটক টা,ধন্যবাদ আরিয়ান ভাই",positive
 আবারো নিশো ভাইয়ের অভিনয়ে মুগ্ধ হলাম।,positive
" চোখ জুড়ায়ে গেলো <আরিয়ান ভাইয়ের আরো একটা মাস্টারপিস। নিশ্চিতভাবেই নাটকটা ""নীলপরী নিলাঞ্জনার"" মত ক্লাসিক রোমান্টিক নাটকগুলার সাথে নিজস্ব জায়গা করে নিলো। একটি সাধারণ গল্পের অসাধারণ উপস্থাপনা < নিশো ভাই Rocks 🤘",positive
 নিসু ভাইয়া কে পান্জাবী এন্ড টুপি খুব সুন্দর লাগছে।,positive
 ওয়ান্ডারফুল,positive
" অসম্ভব সুন্দর একটা নাটক, আজকাল যুবক যুবতিদের ধ্বংস করার জন্যে যেসব ছাই পাশ নাটক নির্মিত হচ্ছে সেসকল নোংরা আর অশালীন সস্তা ভালোবাসার নাটক গুলোকে বাদ দিয়ে এরকম সুস্থ সুন্দর সামাজিক গল্পের নাটক বেশী বেশী নির্মাণ হোক",positive
" কিছু বলার নেই।শুধু একটা কথাই বলবো যে অসাধারণ,,     সত্যিই অসাধারণ,,,,,,",positive
 নাটক টা মোটেও ভাল লাগে নাই,negative
 অনেক সুন্দর নাটক,positive
 নাটকের প্রথমে হাসি দিয়ে সেষ টা কান্না দিয়ে ভাল লাগছে ....!!! নিশু ভাই love you,positive
জাতীয় আবাল,negative
 সত্যিই অসাধারণ গল্প প্রথম এক আর শেষ আর এক !!,positive
 ভাই খোদার কসম ইরফান ভাইকে জড়িয়ে দরতে ইচ্ছে করতেছে অনেক অনেক সুন্দর একটা নাটক হয়েছে,positive
বালের নাটক,negative
 অসাধারণ নাটক। ভালো বাসলে।ভুলাজাইনা,positive
 নাটকের মধ্যে অপুর্ব যে গান দুটো গায় সেই গান দুটোর  নাম টা কি কেউ বলবেন আমাকে...অনেক ভাল লাগছে গান দুইটা।so plzzz...keu jene thakle amay janaben plz,positive
২০১৮ সালের সেরা নাটোক।পুরো নাটক টাই বিনোদন এ ভরপুর। ডিস্লাইক দাতাদের জন্য কি বলবো বুঝতে পারছি না।তারা আদৌ কি সুস্থ?,positive
" ভালোবাসা শব্দটা আমার কাছে আজ বড় অসহায় । এই আমিই তো , তোমাকে বলে ছিলাম তোমার সুখের জন্য সব করতে পারব , কিন্তু বুঝিনি তোমার সুখের জন্য তোমাকেই ত্যাগ করতে হবে ।ভাল থাকুক ভালবাসা , অন্যের বুকে",positive
 কাবিলের অভিনয় ভাল লাগছে,positive
আচোদা নাটক,negative
" পরিচালক অমি ভাইয়রে কইতাছি।  এটা আমার ব্যক্তিগত মতামত। নিশো ভাইয়ের লগে তিশা আপার চাইতে মেহজাবিন আপা, সাবিলা আপারে ভালো মানায়।বেস্ট ড্রামা!  ভাল্লাগছে।",positive
 সত্যিকারের ভালোবাসা এমনি হওয়া দরকার।,positive
কোন বালডাই বুঝতে পারলাম না,negative
" ধন্যবাদ,আরিয়ান ভাই!অনেক অনেক ভাল লেগেছে টেলিফিল্মটা।নিশো-মেহজাবিনের অভিনয়ও ভাল হয়েছে..তবে,প্রথমদিকে নিশোর অতিরিক্ত ধূমপান করাটা রিবক্ত লেগেছে।হয়তো ব্যক্তিগত ভাবে ধূমপান পচন্দ করি না বলেই,এমনটা মনে হয়েছে...",positive
 তাহসান ভাইএর গান থাকলে ভাল হত।,positive
 তিশার দুধ বড হয়ে গেসে,negative
 গল্পটা দারুণ,positive
মোশাররফ করিমের মত অভিনেতার কাছ এই রকম আবাল মার্কা নাটক আশা করি নাই,negative
 লাইফে দেখা বাজে নাটক গুলোর মধ্যে এইডা প্রথম স্থান অধিকার করছে??এইটা নাটক নাকি ফাইজলামি কিছুই বুঝলাম না??,negative
" সুন্দর,বাট বাস্তবে সম্ভব নয়।",positive
 ভালোর উপরে ভালো লাগছে।। নাটকটা,positive
 Thanks #Kajal_Arefin_Omeবর্তমানে আমি আপনার ফ্যান কোন নায়ক কিংবা  নায়িকা নয়।আপনার কাজ হলেই দেখি।ভালো ভালো কাজের জন্য আপনাকে অসংখ্য ধন্যবাদআশাকরি আরো ভালো কিছু করবেন,positive
 অনেক সুন্দর হয়েছে,positive
" অসাধারন ,,,,,,বৃন্দাবন দাস Sir এর নাটক মানেই অসাধারন,,,আর শাহানাজ  খুশি আপু, বর্তমানের সবচাইতে ভাল অভিনেত্রী, এটা বলার অপেক্ষা রাখে না,,,",positive
 অসাধারণ...,positive
 এতো বাস্তবসম্মত নাটক এর আগে কখনো দেখিন,positive
 সবচেয়ে বিরক্তিকর ব্যাকগ্রাউন্ড সাউন্ড,negative
 বাংলাদেশের নাটক সব চাইতে সেরা কারা কারা এক মত আছেন,positive
 ফালতু নাটক,negative
 এক কথায় অসাধারণ,positive
" অসাধারণ,নিশো ভাইয়ার সব নাটকই ভালো লাগার মতো।",positive
আমার বালের নাটক,negative
 এই গরুচুদার নাটকগুলো এত্ত খারাপ লাগে,negative
 এই রকম বেয়াদবদের একটি পারফেক্ট মোটিভেশন। #আরফাননিশো দ্যা গ্রেট,positive
 প্রত্যেকটা নাটকে নামাজের দৃশ্য দিলে ভালো হয়,positive
 মিজানুর রহমান আরিয়ান ভাইয়ার প্রত্যেকটা নাটকই একটা থেকে অন্যটা আলাদা। উনার প্রতিটা নাটকই অসাধারন।,positive
 এই ধরনের আবাল মারকা নাটক মোশারফ এর দারাই সম্বব পাগল চুদা,negative
 অসাধারণ,positive
 কিছুই বলার নাই অসাধারন,positive
 ফালতু।৷ এক্স আবার মিলে নাকি??ছ্যাচড়া.....স্ক্রিপ্ট,negative
 দারুন বস।,positive
 অনেক অনেক ভাল লাগলো নাটক  টা এরকমই  নাটক দেখতে চাই অনন্য ফরিদপুর,positive
 নাটক অনেক ভালো লাগছে অসাধারণ এককথায়  বৃন্দাবন   দাস ও সালাউদ্দিন লাভলু  দুই পরিচালক  দু জননে অনেক ভালো নাটক ডুবাই থেকে,positive
 অনেক সুন্দর,positive
 কি যে নাটক বানান!!! এটা স্টোরি!! সেই গতানুগতিক। টিউমারের খবর কি বিয়ের মজলিসে পায় :P বাংলাদেশের ডাক্তার এভাবে রিপোর্ট  দেখে! আর কতক গালাগালি :D :D,negative
ইউটিউবে ভিউ বাড়ানোর লক্ষ্যে নাটকের নামে দুদু/ সোনা যুক্ত করা দেখে খুব সস্তা লাগলো। স্ক্রিপ্টের সে কি দশা!!!,negative
 ভূয়া নাটক।,negative
 শামিম ভাইয়ের জবাব নেই কিন্তু গল্পটা ভালো লাগেনি,negative
তিশাকে কোন বোকাচুদা এরকম প্যান্ট পড়তে বলছে? তিশার কি প্যান্ট পরার মত ফিট বডি আছে??,negative
মাত্র ৩দিনে এত ভিউ....... সত্যি অসাধারণ একটা নাটক। আবারো ভালবাসার জয়।,positive
" পরিচালক ভাইকে হাজার স্যালুট 🤦‍♂🤦‍♂.... এমন একটি মন ছুঁয়ে যাওয়া নাটক উপহার দেওয়ার জন্য । সেই সঙ্গে অনেক অনেক ভালবাসা রইলো নিশো ভাইয়ের জন্য , মেহেজাবিন আপু আপনার জন্য ও ভালবাসা রইলো  না হলে আবার আপনি মন খারাপ করবেন !!",positive
 অসাধারণ কাহিনি।। ভালো লাগছে আপনাকে চাই কথাটা,positive
" অসাধারণ,,,,, চোখের পানি দরে রাখতে পারলাম না,,,,",positive
 সব ঠিক আছে বাট ভয়েস টা চেন্জ করতে পারলে সেই হতো।,positive
 অনেক সুন্দর নাটক,positive
 খুব ভাল্লাগছে।,positive
 যথেষ্ট সুন্দর হইছে,positive
 সত্যি বলতে কি আমাদের বাংলাদেশে যে পরিমাণ সুন্দর নাটক বানানো হয় তা এশিয়া মহাদেশে অন্য কোথাও দেখা যায়না...Really we should proud of our Bangladesh..,positive
 just wowঅসাধারন একটা নাটক,positive
 নাটকের মধ্যে সুন্দর একটা দৃশ্য দেকলাম নামাজ।,positive
 osthir natiok vai....x boyfriend r... x girlfriend ce beshi valo hoise... কার কার নাটকটা ভালো লাকছে লাইক করে জানান...,positive
বলদ মার্কা নাটক করছে,negative
 অসাধারণ শেষ টা দেখবেন কিন্তূ তাহলে বুঝবেন ভালোবাসা কাকে বলে,positive
নাটক বানাতো হুমায়ুন আহমেদএখনকার নাটক গুলা ছাগলামিতে ভরা,negative
 ইবানা দারুন একটা মেয়ে,positive
" নাটক টা আমার কাছে খুব খুব ভালো লেগেছে  কারণ আমি শত ব্যস্ততার মধ্যে থাকি না কেন পাঁচ ওয়াক্ত নামাজ পড়ি,,, আর এই নাটকের নামাজকে গুরুত্ব সহকারে তুলে ধরা হয়েছে🤲🤲🤲",positive
